Hours_Studied,Attendance,Previous_Scores,Motivation_Level,Family_Income,Teacher_Quality,School_Type,Parental_Education_Level,Exam_Score
18,94,77,Medium,Medium,High,Public,Postgraduate,74
20,71,77,Medium,High,,Private,High School,66
30,81,72,Low,Low,Medium,Public,High School,68
22,78,70,Medium,Low,Medium,Public,College,68
19,60,51,Medium,Medium,Medium,Public,College,62
25,82,81,Medium,Medium,Medium,Private,Postgraduate,71
7,86,88,Medium,Low,Medium,Public,College,63
21,84,90,Medium,Medium,Low,Public,High School,69
25,89,81,High,Medium,Medium,Public,College,71
11,83,67,Medium,Medium,Medium,Public,Postgraduate,66
27,63,51,Low,Low,Medium,Public,Postgraduate,64
22,65,95,Low,Low,Medium,Public,High School,65
18,84,71,Medium,Medium,Low,Public,High School,69
24,71,80,Medium,Medium,High,Private,High School,66
34,63,60,Low,Medium,Medium,Public,High School,67
21,77,57,Medium,Low,Medium,Public,High School,65
21,82,54,High,Low,Medium,Public,College,65
17,73,90,High,Low,Medium,Private,High School,67
15,89,82,Low,Medium,Medium,Public,College,66
25,86,81,Low,High,Low,Public,High School,69
15,73,96,Low,Low,Medium,Public,College,64
20,90,58,High,High,High,Private,High School,70
17,86,59,Low,Low,Medium,Public,Postgraduate,68
23,85,59,Low,Medium,Medium,Public,,68
22,82,71,Low,High,,Private,High School,69
26,60,94,High,High,Medium,Public,High School,68
17,88,94,Medium,Medium,Medium,Public,College,70
18,75,80,Medium,Low,High,Public,High School,67
14,98,83,Medium,Low,Medium,Public,College,72
17,93,95,Medium,Low,Medium,Public,High School,69
22,84,81,Medium,Medium,Low,Private,High School,69
25,70,61,Low,Low,Medium,Public,College,64
14,68,85,Medium,Medium,Medium,Public,High School,63
25,74,88,Medium,Medium,High,Public,High School,70
28,79,82,Medium,Medium,Medium,Private,High School,70
22,72,64,Low,Medium,Medium,Public,College,66
31,81,70,Low,Low,Medium,Public,Postgraduate,70
15,67,74,High,High,Medium,Public,Postgraduate,66
13,99,57,Medium,Low,Medium,Public,College,68
9,64,73,Medium,Medium,Medium,Public,College,61
29,97,58,Medium,High,Medium,Private,College,72
24,97,75,Low,Medium,Medium,Public,High School,69
20,81,53,Low,Medium,Low,Public,,63
22,89,97,Medium,Medium,Medium,Private,High School,72
13,77,62,Medium,High,Medium,Private,College,65
35,85,73,High,High,Medium,Public,High School,74
21,74,52,Low,High,Medium,Public,High School,62
21,72,60,Low,Low,Medium,Private,Postgraduate,65
24,83,85,Low,Low,High,Public,High School,68
23,80,56,Medium,Medium,Medium,Public,,66
21,83,81,Low,High,Medium,Public,Postgraduate,71
15,71,50,Low,Medium,Medium,Public,Postgraduate,62
23,75,73,Low,Low,Medium,Public,High School,65
31,63,86,Low,High,Medium,Public,Postgraduate,68
28,62,96,Medium,Medium,High,Public,High School,70
30,70,75,Medium,Medium,,Private,High School,67
17,63,92,Medium,Low,Medium,Public,High School,63
14,64,90,Low,Low,High,Private,High School,63
19,93,65,Medium,Medium,High,Public,High School,69
20,62,94,High,Medium,Medium,Public,Postgraduate,66
27,86,82,Low,Low,Medium,Public,High School,70
10,71,55,High,Low,High,Public,College,63
29,95,97,Medium,Medium,Medium,Private,College,72
19,79,59,Low,Medium,Medium,Public,College,65
17,72,74,Low,High,Medium,Public,Postgraduate,67
14,81,73,Low,High,Medium,Private,High School,63
10,75,81,Medium,Low,High,Public,High School,65
25,83,83,Medium,Low,Medium,Public,High School,67
20,65,62,High,Medium,Medium,Public,Postgraduate,80
12,100,68,Medium,Low,Medium,Public,College,68
12,77,57,Medium,Low,High,Public,College,63
18,74,56,Medium,Medium,Medium,Private,College,64
30,88,91,Medium,Medium,Low,Public,High School,73
18,75,88,Low,Medium,High,Public,Postgraduate,66
11,93,72,Low,Low,Medium,Public,College,66
19,78,55,Medium,Medium,Medium,Public,High School,66
18,89,72,Low,Medium,Low,Public,High School,69
4,64,65,Medium,Medium,High,Public,High School,59
20,94,89,Medium,Low,Medium,Private,High School,68
19,89,55,Medium,Low,Medium,Private,Postgraduate,67
24,68,73,Low,Medium,Medium,Public,High School,64
31,66,80,Low,Low,Low,Private,High School,65
27,73,99,Low,Low,Medium,Public,College,68
18,99,54,Low,Medium,Medium,Public,Postgraduate,70
13,70,56,Medium,Medium,High,Public,High School,62
35,78,99,Medium,Low,Medium,Private,High School,72
20,61,70,Low,Medium,Medium,Private,High School,62
20,76,87,Low,Low,Medium,Public,Postgraduate,68
20,83,89,Medium,Low,High,Private,High School,69
21,98,66,Low,High,High,Public,High School,73
19,81,61,Low,Medium,Medium,Private,Postgraduate,69
17,93,64,Medium,Medium,Medium,Public,High School,67
17,82,88,Low,Low,Low,Private,Postgraduate,65
20,62,92,High,Medium,Medium,Public,Postgraduate,63
17,73,85,Medium,Low,Medium,Public,High School,66
16,83,72,Medium,Low,High,Public,College,66
21,98,63,Low,Low,High,Public,Postgraduate,70
18,94,71,Low,High,Medium,Public,Postgraduate,69
29,69,96,Low,High,Medium,Public,High School,70
4,69,93,Low,Medium,High,Private,High School,58
27,68,66,Medium,High,Medium,Private,High School,67
27,97,66,Low,Low,,Public,High School,73
8,94,89,High,Medium,Medium,Public,High School,66
18,91,71,High,Medium,Medium,Public,High School,70
18,76,79,Medium,Medium,Medium,Private,Postgraduate,67
12,80,71,High,Low,Low,Private,High School,60
15,79,62,Low,Low,Low,Public,College,65
13,70,59,Medium,Medium,High,Private,Postgraduate,63
31,80,57,Low,Medium,High,Private,High School,72
26,61,51,High,Low,Medium,Private,High School,62
28,65,64,Medium,Medium,High,Public,Postgraduate,70
24,95,59,Medium,Low,High,Public,College,70
13,90,63,Medium,Low,Medium,Public,High School,64
17,77,54,Low,Low,Medium,Public,High School,64
23,81,67,Medium,Medium,High,Private,,67
13,75,76,High,Medium,High,Public,,64
24,90,97,Low,High,High,Public,High School,72
19,91,67,Medium,Medium,Medium,Private,College,66
18,91,52,Medium,Medium,Medium,Public,High School,66
24,89,68,Medium,Low,High,Public,Postgraduate,71
23,68,91,Medium,Low,Medium,Public,Postgraduate,66
18,74,67,High,Low,High,Public,High School,64
27,79,65,Low,Medium,Medium,Private,College,66
14,73,96,Low,Low,Medium,Public,High School,62
24,90,65,Medium,Low,Medium,Public,High School,70
24,73,99,Medium,Medium,High,Private,High School,69
18,66,92,Medium,Low,Medium,Private,High School,65
22,76,84,High,Medium,High,Public,High School,70
12,99,80,Medium,High,Medium,Public,High School,70
26,69,61,Medium,High,High,Public,College,67
19,84,87,Low,Low,High,Public,High School,69
17,77,67,Low,Low,High,Public,High School,62
26,63,74,Medium,Low,Medium,Private,High School,67
16,80,55,High,Low,Medium,Public,College,65
12,88,65,Medium,Low,Medium,Public,High School,65
11,81,76,Medium,Low,,Public,Postgraduate,65
24,95,73,Medium,Low,Medium,Public,High School,69
12,72,67,Low,Medium,Medium,Public,High School,63
31,63,74,Low,Medium,Medium,Public,College,66
8,97,87,Medium,Medium,Medium,Public,High School,67
30,75,73,High,Medium,Medium,Public,College,69
21,83,75,High,Low,High,Public,High School,67
19,92,85,Medium,Medium,High,Private,High School,70
17,73,92,Medium,High,Medium,Private,High School,67
22,89,76,Medium,Low,Medium,Public,High School,70
20,65,97,Medium,Low,Low,Private,High School,65
27,72,68,Medium,Medium,High,Public,College,63
21,66,63,Medium,High,Medium,Public,High School,64
21,92,85,Low,High,Medium,Public,High School,69
18,69,59,Low,Low,Medium,Public,High School,60
20,89,95,Medium,Low,Medium,Public,High School,69
22,98,69,Medium,High,Medium,Private,High School,72
10,81,85,Low,Low,Medium,Public,College,63
12,82,79,High,Low,Medium,Private,College,63
24,78,53,High,Medium,Medium,Public,,66
21,73,85,Medium,Medium,High,Public,College,70
19,79,90,Medium,High,Medium,Public,College,68
20,84,99,Low,Medium,Medium,Private,High School,69
22,99,71,High,Medium,High,Public,College,72
17,98,75,Low,Low,Low,Private,College,67
15,94,94,Low,High,Medium,Public,High School,68
21,96,63,Medium,Medium,Medium,Private,Postgraduate,70
14,79,59,Medium,Medium,High,Public,Postgraduate,68
22,86,57,High,Medium,Medium,Public,College,69
10,96,99,Medium,Medium,Medium,Private,College,68
26,76,64,Low,Medium,Medium,Public,College,66
23,98,88,High,Low,Medium,Public,Postgraduate,72
22,77,72,Medium,Medium,High,Public,High School,67
26,84,62,Medium,High,High,Public,High School,70
30,88,96,Medium,Medium,High,Private,High School,73
26,98,73,High,High,Low,Public,Postgraduate,73
9,70,78,Low,Medium,Low,Public,High School,60
12,90,61,Low,Medium,High,Public,College,67
16,81,66,Medium,High,High,Private,High School,69
20,71,87,High,Medium,Medium,Public,High School,65
23,91,67,Low,Low,Medium,Public,,70
16,82,75,Low,Medium,,Public,College,68
21,86,56,Medium,Low,High,Private,College,66
15,73,93,Medium,Low,High,Public,College,65
16,79,87,Medium,Low,Medium,Public,College,64
12,85,88,High,Low,Medium,Public,College,67
14,76,59,Low,Medium,Medium,Private,High School,65
12,68,75,Medium,Medium,Low,Private,High School,64
14,98,51,Medium,Medium,Low,Public,High School,67
26,80,66,Medium,High,Medium,Public,Postgraduate,70
14,89,67,Low,Low,Low,Private,High School,63
36,76,96,Medium,Low,Medium,Private,College,71
23,74,100,Low,High,Low,Private,High School,68
21,76,81,Medium,Medium,High,Private,College,67
15,76,76,Medium,Medium,High,Public,Postgraduate,67
24,82,72,Medium,Medium,High,Public,Postgraduate,68
17,82,51,Medium,Low,Medium,Public,Postgraduate,66
21,80,90,Medium,Medium,Medium,Public,College,68
35,65,84,High,Medium,Medium,Public,High School,70
19,80,82,Medium,Low,Low,Public,College,67
27,67,90,Medium,High,High,Private,High School,67
16,65,96,Low,Low,Medium,Public,High School,62
20,97,69,Low,Low,Low,Public,High School,67
31,84,71,Low,Low,Medium,Public,High School,70
16,86,99,Medium,Low,High,Private,College,72
31,76,83,Medium,High,Medium,Private,High School,70
24,96,93,Medium,Low,Medium,Public,High School,94
17,86,61,Medium,High,Medium,Public,High School,66
24,91,66,High,Low,High,Public,High School,69
26,75,70,Low,High,Low,Private,Postgraduate,68
24,98,66,High,Low,Medium,Public,High School,71
11,93,94,Medium,Low,High,Public,High School,69
16,94,76,Low,Medium,Medium,Public,High School,67
19,67,98,Medium,Low,Medium,Private,Postgraduate,64
20,71,66,Medium,Medium,Low,Private,College,63
24,71,52,Medium,Medium,Medium,Private,College,66
21,71,57,Low,High,Medium,Public,Postgraduate,66
12,94,61,Medium,High,High,Public,College,69
22,61,82,Low,Medium,Medium,Public,High School,64
24,63,59,Low,Low,Medium,Public,High School,62
23,71,69,High,Low,Medium,Public,,66
26,68,90,Medium,Low,High,Private,High School,70
25,69,56,Medium,Low,Medium,Private,High School,67
23,92,54,Medium,High,Low,Public,Postgraduate,68
20,83,77,High,Low,Medium,Public,,67
10,60,85,Medium,Medium,High,Public,Postgraduate,62
23,77,96,Medium,High,Medium,Private,College,67
21,76,83,Medium,Low,Medium,Public,High School,68
22,65,97,Low,Medium,High,Private,High School,64
12,87,62,Medium,Medium,Medium,Public,High School,64
14,88,67,Medium,High,Low,Public,Postgraduate,66
26,89,92,Medium,Low,High,Public,Postgraduate,72
20,89,91,Medium,Medium,Medium,Public,High School,72
24,60,83,High,Medium,Low,Public,High School,66
20,98,75,High,Medium,Medium,Private,College,72
20,93,51,Low,Medium,Medium,Public,High School,69
26,96,64,Low,Medium,Medium,Private,High School,72
17,61,58,Medium,Medium,High,Public,High School,60
21,97,53,Medium,High,Medium,Public,High School,69
17,92,89,Medium,Low,Low,Public,High School,68
17,93,57,High,Low,High,Private,College,69
18,64,68,Low,Low,Medium,Public,High School,62
21,90,99,Low,Low,High,Public,,71
17,98,70,Low,High,Medium,Private,High School,70
28,87,57,Medium,Medium,High,Private,High School,68
15,83,84,Medium,High,High,Public,College,68
19,98,90,Low,High,Medium,Private,College,70
17,78,64,Medium,Low,Medium,Private,High School,65
29,84,90,Medium,Medium,High,Public,Postgraduate,73
21,79,64,Low,Low,High,Public,College,66
26,97,85,Low,High,Low,Public,High School,71
11,63,56,High,Medium,Medium,Public,High School,62
22,80,71,High,Low,Medium,Private,High School,68
25,87,76,Low,Low,High,Public,College,70
20,92,86,Low,Medium,Medium,Public,Postgraduate,68
26,83,83,Medium,Low,High,Public,College,71
17,96,93,Medium,Medium,Low,Public,High School,70
28,98,59,Medium,Low,Medium,Public,High School,72
34,63,83,Medium,Medium,High,Public,College,69
18,76,56,Medium,Low,Low,Public,College,63
17,61,74,High,Medium,Medium,Public,Postgraduate,62
29,73,76,Medium,Low,High,Private,High School,68
29,81,51,Low,Medium,Medium,Public,Postgraduate,70
17,96,54,Medium,Medium,Medium,Private,High School,69
17,94,92,Low,Low,Medium,Private,High School,68
18,65,64,Medium,High,Medium,Public,High School,65
12,64,67,Medium,Low,Medium,Private,High School,59
14,84,82,Medium,Low,Medium,Public,College,66
14,81,61,Low,Low,Medium,Public,High School,64
15,71,60,High,Low,High,Public,High School,63
20,96,71,Medium,Low,High,Public,College,72
21,97,53,Low,Low,Medium,Public,High School,67
29,76,96,Low,Low,Medium,Public,Postgraduate,94
14,96,97,Low,Medium,Medium,Public,High School,70
26,75,72,Medium,Low,High,Public,High School,66
19,89,60,Low,Medium,Medium,Public,Postgraduate,69
20,79,74,Low,Low,Medium,Public,High School,64
24,65,55,Low,Low,High,Private,High School,63
13,97,70,Medium,Low,High,Public,Postgraduate,71
22,78,54,Medium,Medium,Medium,Public,High School,65
21,89,85,Low,Medium,Medium,Public,College,68
23,75,64,High,Low,Medium,Public,High School,64
22,61,76,High,High,High,Public,College,64
35,64,51,Medium,Medium,Medium,Public,High School,66
16,80,76,Medium,Medium,High,Public,College,68
17,88,50,Medium,Low,High,Public,College,67
16,73,96,Medium,Medium,Medium,Private,High School,66
17,88,75,Medium,Medium,Medium,Public,High School,68
16,88,55,Medium,Low,Low,Public,Postgraduate,66
27,88,67,Medium,High,Medium,Public,College,71
29,80,52,Medium,Low,Medium,Public,High School,71
17,97,77,Medium,Low,Medium,Private,College,68
15,80,56,High,Medium,Medium,Public,High School,64
23,78,74,Low,Medium,Medium,Public,High School,67
17,68,65,High,Medium,Medium,Private,High School,64
24,72,88,High,Low,Medium,Public,High School,68
21,62,74,High,Low,High,Private,Postgraduate,62
11,85,92,Low,Medium,High,Public,College,64
29,70,97,Low,Low,High,Public,Postgraduate,70
31,72,98,High,Low,Medium,Public,College,68
16,91,63,High,Medium,High,Public,College,69
18,73,88,Low,Low,Medium,Public,College,65
22,70,72,Medium,High,Medium,Public,High School,67
22,67,71,Low,Medium,,Public,College,65
24,91,93,Low,Medium,Medium,Public,High School,71
32,65,57,Low,Low,Medium,Public,High School,65
19,78,74,Low,Low,Medium,Public,High School,66
15,80,80,Medium,Low,Low,Public,High School,65
12,87,53,Low,Medium,Medium,Private,College,65
16,85,93,High,Medium,High,Public,High School,68
20,92,66,Medium,Medium,Medium,Public,College,68
31,62,83,Medium,Medium,High,Private,College,67
17,72,96,High,High,Medium,Public,High School,65
21,71,86,Medium,Medium,High,Public,College,66
20,66,94,Low,Medium,Low,Public,High School,63
27,72,53,Medium,High,Medium,Private,Postgraduate,70
35,72,75,Medium,Low,Medium,Public,College,72
17,81,78,Medium,Low,Medium,Private,High School,67
17,87,84,Medium,Medium,Medium,Public,College,67
26,75,56,Medium,Low,Medium,Public,High School,66
24,89,83,Medium,Low,Low,Public,High School,66
31,73,57,Medium,Low,High,Public,High School,69
24,72,53,Medium,Low,High,Private,High School,62
18,82,73,Low,Low,Medium,Public,College,66
24,61,80,High,Low,Medium,Public,Postgraduate,64
27,63,98,Medium,Low,High,Public,High School,67
25,77,85,Medium,Medium,Medium,Public,College,71
23,98,80,Medium,Medium,Medium,Public,,73
26,89,61,Low,Medium,High,Public,High School,68
27,64,58,Medium,High,High,Public,Postgraduate,66
28,94,80,Medium,Low,High,Public,Postgraduate,75
24,89,61,Medium,Low,High,Public,Postgraduate,72
19,84,85,Medium,High,Medium,Private,High School,68
21,93,56,Medium,Low,Medium,Public,High School,68
27,76,67,Medium,Medium,Medium,Public,High School,69
15,69,89,Medium,Low,High,Public,College,63
22,80,92,Medium,Medium,High,Public,High School,70
18,82,67,Low,High,Low,Private,Postgraduate,66
20,82,60,Medium,Medium,High,Public,High School,66
28,83,98,Medium,Low,High,Private,Postgraduate,72
21,98,88,Medium,Medium,Low,Public,Postgraduate,71
20,96,90,Medium,Low,Medium,Private,College,72
12,95,61,High,High,High,Private,College,69
24,92,71,Low,Low,High,Public,High School,71
24,98,53,Medium,High,Low,Private,Postgraduate,69
33,64,55,Medium,Medium,High,Public,College,68
18,71,61,Low,Low,Medium,Public,College,61
21,80,65,High,Medium,Low,Private,Postgraduate,68
21,94,100,Low,Low,Medium,Public,Postgraduate,72
29,80,71,Medium,Medium,Medium,Public,College,70
19,90,85,High,Medium,High,Private,Postgraduate,73
22,66,95,Low,Medium,Medium,Private,High School,67
24,70,62,Medium,Low,Medium,Private,College,65
21,89,57,Medium,High,Medium,Private,High School,68
17,67,62,High,Medium,Medium,Public,High School,65
21,74,94,Medium,Low,High,Public,High School,97
26,71,83,Low,Medium,Medium,Public,College,66
14,74,73,High,Medium,Medium,Private,High School,67
21,88,91,Medium,High,Medium,Public,High School,70
16,75,62,Medium,Low,Medium,Public,High School,66
27,82,62,Low,Low,High,Private,High School,69
11,64,78,Low,Low,High,Private,College,62
17,92,90,High,High,Low,Public,High School,68
22,75,63,Low,Low,Medium,Public,College,67
