"Hours_Studied","Attendance","Previous_Scores","Motivation_Level","Family_Income","Teacher_Quality","School_Type","Parental_Education_Level","Exam_Score","gruppi","Previous_Level","Score_Groups","Study_level"
20,61,81,"Medium","Medium","Low","Public","High School",62,"11-20","2","1","3"
23,87,56,"Medium","Medium","High","Public","Postgraduate",71,"21-30","1","3","3"
29,81,68,"Medium","Medium","Medium","Public","Postgraduate",72,"21-30","2","3","3"
26,96,63,"Medium","High","Medium","Private","Postgraduate",72,"21-30","1","3","3"
33,67,93,"High","Low","High","Public","High School",68,"30+","3","2","4"
15,92,72,"Low","Medium","Medium","Public","High School",66,"11-20","2","2","2"
25,92,77,"Medium","Low","Medium","Public","High School",70,"21-30","2","3","3"
21,65,98,"High","Low","Medium","Private","Postgraduate",66,"21-30","3","2","3"
33,76,92,"Low","High","Medium","Private","Postgraduate",72,"30+","3","3","4"
15,67,89,"Low","High","High","Public","High School",64,"11-20","3","1","2"
15,70,57,"Medium","Medium","Medium","Private","High School",63,"11-20","1","1","2"
16,71,51,"Medium","Low","Medium","Public","Postgraduate",61,"11-20","1","1","2"
7,82,56,"Medium","Low","Medium","Private","High School",62,"0-10","1","1","1"
17,76,87,"High","Medium","High","Public","High School",68,"11-20","2","2","2"
15,98,71,"Low","Medium","Medium","Public","High School",68,"11-20","2","2","2"
21,65,56,"High","Medium","Medium","Public","High School",63,"21-30","1","1","3"
22,99,87,"Low","Medium","Medium","Private","High School",70,"21-30","2","3","3"
31,69,60,"Medium","Low","Medium","Public","Postgraduate",68,"30+","1","2","4"
26,91,79,"Medium","Low","Medium","Private","High School",72,"21-30","2","3","3"
17,74,87,"Medium","Low","Low","Public","College",67,"11-20","2","2","2"
15,66,80,"Medium","Low","Medium","Private","College",61,"11-20","2","1","2"
23,94,100,"Medium","Low","Medium","Public","Postgraduate",69,"21-30","3","2","3"
12,72,72,"High","Low","High","Private","High School",61,"11-20","2","1","2"
31,86,66,"Medium","Medium","Medium","Public","College",75,"30+","2","3","4"
27,83,60,"Medium","High","Low","Public","College",68,"21-30","1","2","3"
17,79,75,"Low","Medium","High","Public","High School",65,"11-20","2","1","2"
10,80,93,"High","Medium","","Public","College",67,"0-10","3","2","2"
28,89,97,"High","Medium","Low","Public","High School",75,"21-30","3","3","3"
19,64,99,"Medium","Medium","Medium","Public","College",64,"11-20","3","1","2"
27,87,77,"Medium","Low","High","Public","High School",70,"21-30","2","3","3"
10,96,80,"Medium","Medium","Medium","Public","High School",67,"0-10","2","2","2"
16,62,79,"Low","Medium","Medium","Public","High School",63,"11-20","2","1","2"
20,66,73,"Medium","Medium","Medium","Public","College",65,"11-20","2","1","3"
20,89,58,"Medium","Medium","Medium","Public","High School",67,"11-20","1","2","3"
17,77,53,"Medium","High","Medium","Public","College",86,"11-20","1","3","2"
24,76,72,"High","Medium","High","Public","High School",67,"21-30","2","2","3"
14,65,59,"Low","High","Medium","Public","Postgraduate",63,"11-20","1","1","2"
19,80,94,"Medium","Medium","Low","Public","College",66,"11-20","3","2","2"
21,65,88,"Low","Low","Medium","Private","",65,"21-30","3","1","3"
23,79,81,"Medium","Medium","Medium","Private","High School",67,"21-30","2","2","3"
24,91,52,"Low","High","High","Public","College",69,"21-30","1","2","3"
13,70,81,"Medium","Medium","Low","Public","Postgraduate",66,"11-20","2","2","2"
11,79,81,"Medium","High","Medium","Public","High School",64,"11-20","2","1","2"
28,100,72,"Medium","Low","Medium","Public","Postgraduate",73,"21-30","2","3","3"
22,87,83,"Low","Low","Medium","Public","College",66,"21-30","2","2","3"
16,94,93,"Low","Low","Medium","Public","Postgraduate",68,"11-20","3","2","2"
29,77,88,"Low","Medium","High","Public","College",70,"21-30","3","3","3"
21,91,74,"Medium","Low","Low","Private","",69,"21-30","2","2","3"
27,62,63,"Low","High","Medium","Public","High School",67,"21-30","1","2","3"
20,65,74,"Low","Medium","Medium","Private","College",62,"11-20","2","1","3"
32,68,97,"High","Low","Medium","Public","High School",68,"30+","3","2","4"
31,76,91,"Medium","Low","Medium","Private","Postgraduate",72,"30+","3","3","4"
19,94,51,"Medium","Medium","Low","Private","Postgraduate",69,"11-20","1","2","2"
26,74,89,"Low","High","High","Private","High School",66,"21-30","3","2","3"
24,86,59,"Medium","Low","Medium","Public","High School",70,"21-30","1","3","3"
28,88,79,"Medium","Medium","Medium","Public","High School",71,"21-30","2","3","3"
14,83,90,"Medium","Low","Low","Public","College",65,"11-20","3","1","2"
24,74,78,"Medium","Low","High","Public","College",70,"21-30","2","3","3"
26,83,70,"High","Medium","High","Public","High School",65,"21-30","2","1","3"
9,74,66,"Low","High","High","Private","High School",62,"0-10","2","1","1"
13,63,65,"Medium","High","Medium","Private","High School",62,"11-20","2","1","2"
8,100,92,"Medium","Medium","High","Public","Postgraduate",70,"0-10","3","3","1"
18,65,91,"Medium","Low","Medium","Private","College",66,"11-20","3","2","2"
24,63,91,"Low","Low","Medium","Private","High School",67,"21-30","3","2","3"
29,95,64,"Medium","Medium","High","Public","High School",72,"21-30","2","3","3"
20,72,90,"Low","Low","High","Private","Postgraduate",66,"11-20","3","2","3"
30,86,52,"Medium","Medium","Medium","Public","College",68,"21-30","1","2","4"
12,73,60,"Medium","Low","Medium","Public","High School",62,"11-20","1","1","2"
10,76,76,"Medium","High","High","Private","Postgraduate",64,"0-10","2","1","2"
20,70,70,"Medium","Low","Medium","Public","Postgraduate",65,"11-20","2","1","3"
22,74,56,"Low","Medium","High","Public","Postgraduate",66,"21-30","1","2","3"
20,76,52,"Medium","Low","High","Private","High School",64,"11-20","1","1","3"
8,89,81,"Low","Low","Medium","Public","College",67,"0-10","2","2","1"
19,80,66,"Low","Medium","Medium","Public","College",69,"11-20","2","2","2"
12,98,51,"Medium","Medium","Low","Public","Postgraduate",68,"11-20","1","2","2"
24,62,72,"High","Low","Low","Public","High School",64,"21-30","2","1","3"
22,80,65,"Medium","High","Medium","Private","High School",68,"21-30","2","2","3"
14,83,79,"Medium","Medium","Low","Public","High School",64,"11-20","2","1","2"
17,97,96,"High","High","Medium","Public","Postgraduate",71,"11-20","3","3","2"
14,62,65,"Low","Low","Medium","Public","High School",61,"11-20","2","1","2"
20,83,100,"Medium","Low","Medium","Public","College",68,"11-20","3","2","3"
26,94,54,"Low","High","Medium","Public","",73,"21-30","1","3","3"
14,70,54,"Medium","Medium","Medium","Public","College",64,"11-20","1","1","2"
23,95,86,"Medium","Low","Medium","Public","Postgraduate",72,"21-30","2","3","3"
17,61,87,"High","Medium","Medium","Public","High School",65,"11-20","2","1","2"
15,89,71,"Medium","Medium","High","Public","High School",68,"11-20","2","2","2"
19,97,64,"Medium","Low","High","Public","High School",71,"11-20","2","3","2"
14,86,90,"Medium","Medium","","Public","Postgraduate",65,"11-20","3","1","2"
17,78,98,"Low","Medium","Medium","Private","High School",66,"11-20","3","2","2"
13,62,99,"Medium","Medium","Low","Public","Postgraduate",63,"11-20","3","1","2"
32,97,82,"Medium","Medium","Medium","Public","High School",74,"30+","2","3","4"
20,79,87,"Low","Medium","High","Private","High School",66,"11-20","2","2","3"
16,61,91,"High","Medium","High","Public","College",63,"11-20","3","1","2"
21,88,90,"High","High","Medium","Private","High School",72,"21-30","3","3","3"
19,79,100,"Low","High","High","Public","College",69,"11-20","3","2","2"
19,65,91,"Medium","Medium","High","Public","College",67,"11-20","3","2","2"
24,69,83,"Low","Low","Medium","Private","High School",66,"21-30","2","2","3"
25,63,69,"Medium","Low","High","Private","High School",64,"21-30","2","1","3"
17,83,80,"Medium","Medium","High","Public","College",67,"11-20","2","2","2"
17,85,94,"High","Low","Medium","Public","College",69,"11-20","3","2","2"
18,80,65,"Medium","Low","High","Public","College",65,"11-20","2","1","2"
6,93,52,"High","Medium","Medium","Public","College",64,"0-10","1","1","1"
11,94,66,"High","High","Low","Public","High School",65,"11-20","2","1","2"
28,85,98,"Medium","Low","High","Private","High School",72,"21-30","3","3","3"
30,61,90,"Medium","Low","High","Public","High School",66,"21-30","3","2","4"
19,88,59,"Medium","Low","Medium","Public","College",66,"11-20","1","2","2"
23,77,51,"Medium","Low","Low","Private","College",67,"21-30","1","2","3"
22,83,83,"High","High","Medium","Private","Postgraduate",69,"21-30","2","2","3"
38,86,79,"Low","Low","Medium","Public","High School",73,"30+","2","3","4"
27,74,54,"Medium","Medium","Medium","Public","College",69,"21-30","1","2","3"
19,97,98,"Medium","Low","Medium","Private","High School",68,"11-20","3","2","2"
14,65,81,"Medium","Low","Medium","Public","High School",61,"11-20","2","1","2"
10,87,83,"Medium","Low","Medium","Public","High School",63,"0-10","2","1","2"
21,60,93,"Low","Low","Medium","Public","High School",63,"21-30","3","1","3"
15,97,67,"Medium","Low","High","Public","College",68,"11-20","2","2","2"
11,65,78,"Medium","Low","Medium","Public","Postgraduate",63,"11-20","2","1","2"
16,64,79,"Medium","Medium","Medium","Private","Postgraduate",66,"11-20","2","2","2"
14,73,98,"Medium","Low","Medium","Public","High School",65,"11-20","3","1","2"
30,75,57,"High","Low","Medium","Public","College",68,"21-30","1","2","4"
25,69,88,"High","Low","Medium","Public","College",66,"21-30","3","2","3"
20,83,79,"Low","Medium","Medium","Public","Postgraduate",66,"11-20","2","2","3"
29,78,92,"Medium","Low","Medium","Private","High School",70,"21-30","3","3","3"
20,61,92,"Medium","Medium","Medium","Public","High School",61,"11-20","3","1","3"
15,73,51,"Medium","Low","High","Private","High School",61,"11-20","1","1","2"
29,92,63,"High","Low","High","Private","High School",71,"21-30","1","3","3"
23,88,59,"Medium","Medium","Medium","Public","High School",67,"21-30","1","2","3"
14,89,73,"Medium","Medium","High","Public","College",70,"11-20","2","3","2"
19,88,95,"Medium","Low","Medium","Private","College",69,"11-20","3","2","2"
15,72,50,"Medium","Medium","Medium","Public","High School",65,"11-20","1","1","2"
12,64,74,"High","Medium","Medium","Public","High School",61,"11-20","2","1","2"
26,71,94,"Low","Low","Medium","Public","Postgraduate",68,"21-30","3","2","3"
31,93,96,"Medium","Low","Medium","Public","High School",74,"30+","3","3","4"
12,99,83,"Low","Medium","Medium","Public","High School",67,"11-20","2","2","2"
23,80,91,"Low","High","Medium","Public","High School",70,"21-30","3","3","3"
16,60,66,"Low","High","High","Private","High School",59,"11-20","2","1","2"
17,66,64,"Low","Medium","High","Private","College",64,"11-20","2","1","2"
16,73,52,"Medium","Medium","High","Public","College",66,"11-20","1","2","2"
15,83,75,"Medium","Medium","Medium","Public","High School",63,"11-20","2","1","2"
20,63,73,"Low","High","Medium","Public","College",61,"11-20","2","1","3"
15,98,69,"Low","Low","Medium","Public","High School",68,"11-20","2","2","2"
22,75,56,"Low","Medium","Medium","Private","High School",65,"21-30","1","1","3"
20,97,62,"Medium","Medium","Medium","Private","High School",69,"11-20","1","2","3"
19,91,60,"Medium","Low","Medium","Private","High School",68,"11-20","1","2","2"
15,90,97,"Low","High","High","Public","High School",69,"11-20","3","2","2"
17,84,98,"High","Low","High","Public","College",67,"11-20","3","2","2"
25,85,50,"High","High","Medium","Public","College",70,"21-30","1","3","3"
23,86,59,"Low","Low","Medium","Public","Postgraduate",68,"21-30","1","2","3"
14,85,94,"Low","High","Medium","Public","College",67,"11-20","3","2","2"
21,82,52,"Medium","Low","Medium","Public","High School",67,"21-30","1","2","3"
25,99,97,"High","Medium","Medium","Public","College",75,"21-30","3","3","3"
10,89,69,"Low","Low","Medium","Public","College",63,"0-10","2","1","2"
23,91,77,"High","Low","Medium","Public","High School",70,"21-30","2","3","3"
16,95,88,"Low","High","High","Public","High School",70,"11-20","3","3","2"
23,69,62,"Medium","Medium","Medium","Public","High School",64,"21-30","1","1","3"
15,63,55,"Low","Medium","Low","Public","College",59,"11-20","1","1","2"
9,79,90,"High","High","Low","Public","High School",63,"0-10","3","1","1"
10,81,99,"Medium","Medium","Medium","Public","Postgraduate",67,"0-10","3","2","2"
20,93,83,"Medium","Medium","Medium","Private","High School",68,"11-20","2","2","3"
22,78,91,"Low","Medium","High","Private","Postgraduate",68,"21-30","3","2","3"
15,83,97,"Medium","Low","High","Private","High School",97,"11-20","3","3","2"
24,81,61,"Medium","Low","Low","Public","College",66,"21-30","1","2","3"
10,62,68,"High","Medium","Medium","Public","Postgraduate",61,"0-10","2","1","2"
20,85,61,"High","High","Medium","Public","College",70,"11-20","1","3","3"
13,93,53,"High","Medium","Low","Public","Postgraduate",65,"11-20","1","1","2"
16,66,87,"High","Medium","Medium","Public","High School",64,"11-20","2","1","2"
20,84,57,"High","Medium","Medium","Public","High School",69,"11-20","1","2","3"
15,84,55,"Low","Medium","Medium","Private","High School",64,"11-20","1","1","2"
18,67,68,"Low","Low","High","Private","Postgraduate",61,"11-20","2","1","2"
26,65,53,"Low","High","Medium","Public","High School",64,"21-30","1","1","3"
17,99,59,"Medium","Medium","Medium","Public","High School",68,"11-20","1","2","2"
25,76,53,"High","High","High","Public","High School",67,"21-30","1","2","3"
13,69,94,"Medium","Low","Low","Public","High School",62,"11-20","3","1","2"
23,67,89,"Medium","Low","High","Public","High School",66,"21-30","3","2","3"
29,87,93,"High","Low","Medium","Public","High School",72,"21-30","3","3","3"
5,84,93,"High","High","High","Public","College",68,"0-10","3","2","1"
15,86,97,"Medium","High","Medium","Public","High School",71,"11-20","3","3","2"
23,64,59,"High","Medium","Medium","Public","High School",65,"21-30","1","1","3"
19,96,95,"Low","Medium","Low","Private","High School",68,"11-20","3","2","2"
22,76,76,"Medium","Low","High","Public","High School",65,"21-30","2","1","3"
16,73,58,"Medium","Medium","Medium","Public","High School",64,"11-20","1","1","2"
21,78,83,"Medium","Medium","Medium","Public","High School",65,"21-30","2","1","3"
19,76,66,"Low","Low","High","Private","High School",65,"11-20","2","1","2"
27,95,52,"High","Medium","High","Private","College",73,"21-30","1","3","3"
22,97,54,"Medium","Low","High","Public","Postgraduate",72,"21-30","1","3","3"
22,72,71,"Medium","Medium","Medium","Private","College",64,"21-30","2","1","3"
18,95,91,"Low","Low","Medium","Public","Postgraduate",69,"11-20","3","2","2"
17,91,66,"High","High","Medium","Private","High School",69,"11-20","2","2","2"
17,97,88,"Medium","Medium","Medium","Public","High School",70,"11-20","3","3","2"
22,70,53,"Low","Low","Medium","Public","High School",83,"21-30","1","3","3"
17,83,70,"Low","Low","Medium","Private","Postgraduate",68,"11-20","2","2","2"
22,71,56,"High","Low","High","Public","College",84,"21-30","1","3","3"
32,93,93,"High","Medium","High","Public","Postgraduate",75,"30+","3","3","4"
25,60,98,"Medium","Medium","Medium","Public","Postgraduate",67,"21-30","3","2","3"
18,83,66,"Medium","High","Medium","Private","Postgraduate",69,"11-20","2","2","2"
27,74,99,"High","Medium","Medium","Public","High School",71,"21-30","3","3","3"
18,73,88,"Medium","Medium","Medium","Public","College",66,"11-20","3","2","2"
8,86,50,"High","Medium","Medium","Public","College",65,"0-10","1","1","1"
14,94,74,"Medium","High","Medium","Private","College",70,"11-20","2","3","2"
9,84,92,"High","Low","High","Public","Postgraduate",66,"0-10","3","2","1"
18,94,77,"Medium","Medium","High","Public","Postgraduate",74,"11-20","2","3","2"
20,71,77,"Medium","High","","Private","High School",66,"11-20","2","2","3"
30,81,72,"Low","Low","Medium","Public","High School",68,"21-30","2","2","4"
22,78,70,"Medium","Low","Medium","Public","College",68,"21-30","2","2","3"
19,60,51,"Medium","Medium","Medium","Public","College",62,"11-20","1","1","2"
25,82,81,"Medium","Medium","Medium","Private","Postgraduate",71,"21-30","2","3","3"
7,86,88,"Medium","Low","Medium","Public","College",63,"0-10","3","1","1"
21,84,90,"Medium","Medium","Low","Public","High School",69,"21-30","3","2","3"
25,89,81,"High","Medium","Medium","Public","College",71,"21-30","2","3","3"
11,83,67,"Medium","Medium","Medium","Public","Postgraduate",66,"11-20","2","2","2"
